Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Acer,1.9409674662655583,32,256,15.852739907381231,4.182587690675285,10174.195207302795
Dell,2.7459194318486992,32,256,15.06291447474604,3.4531735568025477,10325.364732735776
HP,2.5473136237613696,4,256,14.750175116511235,4.081416670902235,9221.138434690327
Asus,3.78711475267025,16,256,12.89929799160722,3.6582871041007494,10233.785822237818
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466
HP,1.9450899171743785,8,256,16.104081563629077,4.201716131005608,9280.14242169389
Acer,3.902675793673638,16,256,16.891434188459236,3.039676279449643,9701.0888184533
HP,1.8716568193827823,8,1000,14.767960295624588,3.2231473119956755,31673.696226693915
Asus,2.5365603093175593,16,512,12.485060438842472,2.376696735911754,17493.650157480613
Asus,1.7133741701966096,4,1000,11.976890298061182,2.513884873465011,31339.159741904794
Asus,3.9921856296148683,32,512,12.121486643650769,4.482069664478437,18495.180974797404
Asus,2.7554875258281064,8,256,11.118773950083526,3.754515895066646,9140.170447550203
Acer,2.9884625433001095,32,1000,13.344092665915635,3.0125973976514566,33151.04094220564
Lenovo,1.6676911934710688,8,1000,12.148566082997256,4.408553626986638,31612.05196824762
Dell,3.3749011759979446,4,256,13.469932762740214,2.739559716913949,9081.898737916323
Asus,2.0247639827389645,4,1000,16.60996659103259,4.928098095800611,31650.730149513987
HP,3.745135723601784,4,512,13.58324125704314,3.0344528232385093,17076.68132855591
Asus,2.012849101205018,8,512,16.267906981909007,3.0119328624536825,16983.63602188368
HP,1.9767193016591664,16,512,14.633028599695258,2.9357357166101155,17283.3760078759
HP,1.5913741696202373,8,512,12.482789327968352,2.3663345477728637,16788.668595688672
Asus,2.680167362774998,16,256,13.13512855555527,2.333411441996037,10029.581766908099
Acer,2.912102833156541,8,1000,11.503517214928577,3.9443151036023703,31879.66275681356
HP,1.664271598570881,8,512,13.000775561576063,4.625354133674141,17008.985706336844
HP,3.4388190417375264,4,256,15.065245673021204,4.37156153081502,9362.265977008854
Asus,2.6332220868700693,32,1000,11.432666557576612,2.4233227820640533,33008.898865411786
HP,2.81097567331895,32,1000,12.232408450868176,3.636746365376199,32703.61322521928
HP,2.60190686734557,16,256,13.288646248479868,2.31677463792992,9859.675147759026
Asus,2.501907652188315,32,256,16.892297222095777,2.135883930839232,10566.171029177392
Asus,2.899100828270545,8,512,15.709170937753282,3.969157578154302,16702.35101114597
Dell,1.8881006148267812,8,1000,15.400920478952624,3.605457001041051,31232.363630769603
Acer,1.9548203262381778,4,1000,11.697145739152676,2.2460710556344123,31169.850513456502
Acer,3.6544640525337933,4,256,15.685975361689948,2.1048177392179652,9486.594937218119
HP,3.8652886553340817,32,1000,15.71161286909609,4.969269240228003,33005.18133837966
Acer,2.4332732906993826,16,512,14.60661617374597,2.0900639964472156,17299.66299417338
HP,2.1768616828588847,32,1000,16.94217069199023,3.333584759150479,32993.53208719504
Dell,3.1099988580975393,32,256,12.951523435547312,3.513857073823087,10514.889245702287
Asus,2.5218354277452413,32,256,16.64763468945111,2.3518404434013354,10859.96282331094
Asus,1.5634658891508622,32,512,16.488386689739023,2.5071853353191487,18310.41380623579
Asus,1.890381493415476,8,512,11.068883958496267,3.0554150192310576,16833.276091774973
Acer,3.289930572118494,16,1000,13.700699158848867,4.285027628640988,32339.842111645936
Dell,3.1473098547753784,8,1000,16.86262539830944,3.5212472721808004,31954.950097070734
Acer,1.5677399812587087,16,256,11.618728174448455,3.9137056236588847,9437.652448312243
Acer,2.0549304048323735,4,512,14.286708166299917,4.9555236652720245,16879.49194023418
Dell,2.0776869914701788,32,512,16.873745042246625,4.304016305939629,18371.75254715768
Dell,3.179731858996821,8,512,14.332972544635162,3.3030844944236533,16959.08793158975
Dell,1.5492763443859103,16,1000,12.138891817832937,3.3393257653896464,31849.94957524409
Dell,1.7602714549614347,4,512,14.493099380555538,3.856316231123015,16691.8538808074
Asus,3.4997902134329735,4,256,12.22664344369728,3.996095625256713,9454.453848798114
Lenovo,1.946361655135834,32,256,14.118225577366905,3.502132777510014,10327.843844709536
Lenovo,3.131865269629687,16,1000,11.444253307474089,3.93458366844494,31996.360216835685
Dell,2.095456952616816,8,1000,14.632896015286427,2.070597483242296,31624.8432680589
Lenovo,1.748603481898363,32,512,14.10073963476895,3.2888685916905325,18295.118647808857
Lenovo,2.107930477498635,8,1000,15.440968212568778,2.8368142282204305,31362.16189438691
Dell,3.3056673296391477,4,256,14.784202826952711,2.3875233357293313,9107.981058442163
Lenovo,3.6392411702657146,8,512,14.297637611184541,2.2986395384263254,17146.71360929845
Acer,3.575549661417479,8,256,15.138673095488727,3.8095764968440022,9491.27221480852
HP,2.492958824046137,32,512,11.863651481433385,3.570801641457835,17807.040217535818
HP,3.1702128414266153,8,1000,14.572157967551625,2.7607523509891077,32097.517261509493
Dell,2.0124607385395525,32,512,12.032663616936667,3.4128501763175434,18042.955600013647
Asus,2.2328693256525334,4,512,16.553133247111283,3.476696945547225,16746.84865578127
Dell,3.7408395463027992,32,256,11.410004629073626,2.5850269413158475,11055.045240035955
Asus,1.53250480877684,32,256,13.582248498144759,3.9562791856449517,10462.141838886577
HP,1.71377132713617,16,512,15.174784865932669,4.342758069158272,17155.73800658763
Dell,2.019715637865068,8,1000,13.748133270009554,4.374390622668557,31568.083455808148
Acer,1.5663305096845492,4,1000,11.552571519397414,3.807409492110365,31197.896010928464
Lenovo,1.9535885877244934,32,256,14.320274096760244,3.5349157475570423,10711.444213390389
Asus,2.95760390242423,4,1000,14.849791452964126,2.1830214290161845,31533.20155491725
Lenovo,2.5535613764812446,16,256,15.222753865943046,2.8634938965548176,9478.12050527792
Lenovo,3.7316792776924372,8,1000,13.239558886776553,2.27981434033451,31512.88406850961
Dell,3.5436089043461023,32,512,14.381959826172572,4.89146948263542,18702.478552047654
Lenovo,2.35454337924469,8,256,13.704118849633478,2.405240438677282,9143.215708902308
Acer,2.1485585835782315,16,256,15.03233623251352,2.455326229553306,9819.847510197047
Lenovo,2.4492310204181673,16,512,14.501341803948911,4.668729854991477,17407.53842775571
Dell,2.975737356287019,4,256,14.154537317354809,4.831784850429374,9126.589411524554
Acer,2.1701591020571906,32,1000,12.497146201029492,4.29748711770473,32689.03038985435
HP,3.0603722696228353,4,1000,11.012111106489403,2.0162147710180096,31828.830104650086
Lenovo,2.523529130478101,16,256,12.044490051868575,2.004038812869691,9415.94255327567
Dell,2.8801179521299507,8,1000,11.702396248545012,3.1343023093623525,31601.43744615208
HP,2.5903163228382917,4,256,13.694508470065681,2.4301861100326776,9328.964725005384
HP,2.236164398854794,4,512,14.673548904571067,2.055158426454792,16523.52327190858
Asus,3.8711332674053915,8,256,12.27851005210885,3.392200068213514,9829.331415396638
Acer,3.409014485399402,4,512,16.634342575803124,4.829185692220914,17204.64783482446
Lenovo,1.8502829394161313,8,1000,11.040092775343327,2.9714587247072943,31515.502993169488
Dell,3.671169939744782,32,512,15.633806090992056,3.9834220352860896,18366.444508561082
Asus,2.718577995623784,8,1000,14.751228617182655,3.9567060593973222,31416.859879837644
Acer,3.7363805672352286,32,256,13.241328806286091,2.753240310995503,10905.979465289627
Asus,3.499638139868288,8,1000,11.302933666474448,3.951275746471593,32336.20253073521
Acer,2.5630337611730836,16,256,14.764919430705676,2.637001922860674,9790.713628803494
Acer,1.5561732708002936,16,256,13.313681077193888,2.366022240730667,9168.638971150249
Lenovo,2.171693398462365,32,512,16.617602836479314,4.10414985667907,18277.152535880618
Acer,2.8540855366521676,32,512,14.251940449338596,2.34032245131175,18464.505286084324
Asus,3.083695549565368,16,512,16.63790906776105,4.990727655768066,17376.019528331424
Acer,2.1447192135830058,32,512,12.322902160839824,2.550357203450688,17980.79592868101
Lenovo,1.8483901851820603,8,1000,15.35435546218462,3.7824255882693727,31389.465244648156
Lenovo,3.5873255919982476,8,1000,14.703494125092355,3.234123714237768,31772.920990386385
Asus,3.96100545175888,16,1000,15.43644937898787,2.3791592672170014,32342.705862403756
HP,2.8142254557567146,4,256,12.288007183835221,2.08353172273224,8995.589695902025
HP,1.9291982146207587,8,1000,14.989967097426643,3.8681968468785,31299.789468133455
Acer,2.1807683162984226,32,1000,13.988242358341214,4.420272691367378,32806.59086064783
Dell,1.5459766913686668,4,1000,15.456949849437898,4.526046984520232,31236.54145744455
Acer,3.7857470164012477,4,512,12.962267864910906,3.4481404192308034,16954.6650023628
Asus,1.7943777072253528,8,1000,16.340342152791514,4.332366401547157,31558.996663829734
Asus,2.941291188785634,8,256,11.505807887668102,4.018541400465635,9054.153840394145
Asus,2.185138051718015,4,512,15.843135912747128,4.172763582497399,16824.803277372925
Asus,2.8854450062894834,4,256,16.167917754890546,3.477797015665442,9162.531746141141
Asus,3.128550970879661,16,1000,15.903513868200928,3.9002352207263815,32252.676012955246
Lenovo,3.5743545092680042,32,512,14.076358365570655,4.4165777407281706,18492.16211284153
Acer,2.6701951006701473,8,256,13.334844906777816,2.8721024901298737,9081.99242982567
Acer,3.7464488736203675,8,512,13.69633988458003,3.3103969618570675,16764.93816983742
Asus,3.8050166644094297,32,256,12.754816892013844,4.4090468647509485,11059.26962644728
Lenovo,2.3772655906431765,16,1000,16.7936797073671,3.628334570166737,32138.133263896646
Acer,1.8302157623593203,16,256,11.503653700838892,4.019027693334353,9388.08068749616
Lenovo,3.1459816503806623,4,256,14.644449863550998,3.8607774242479265,9243.094693065567
Lenovo,2.7242030326959706,8,1000,15.26439325397652,3.1542095842754095,31694.97765606688
Acer,3.4651774993901776,32,512,14.059951847850756,2.2688253866059393,18511.68993127554
Lenovo,2.8847203516398464,8,256,15.624808226893424,2.1806734655509635,9327.42669067336
HP,2.2418503055896043,16,256,13.659647899625132,3.6421827425725536,9552.033925655062
Asus,1.9066253508316068,32,512,13.951797962648527,4.3074527932001475,18071.606976962024
Lenovo,2.9425012364644166,32,1000,16.75982847094842,3.5654625649901827,32927.649020649446
Lenovo,1.8756953414537958,16,512,15.4455569700967,3.3013327095695985,17261.1582503451
Asus,2.0749524996377325,4,512,15.83994113652698,3.7414344734244327,16821.892433932054
HP,1.8827962653970554,4,256,13.11055267925821,3.2329169113418363,8996.85444593925
Dell,3.0802726659550827,16,512,11.91103648903844,2.8728449700327583,17423.31508962639
Acer,2.6952936976773156,4,256,14.056705736726618,2.8635325983162423,9269.11336863797
Asus,3.2742537066851825,16,256,13.24717068473953,3.7821503433073076,9938.64983893845
HP,3.4071473568003325,8,1000,11.842094847003516,2.4830659395853893,32084.3773336306
Dell,3.6946092043996276,4,256,12.653542097838558,3.4774542092970126,9427.2978688953
Lenovo,2.4618830020556693,4,1000,15.036831346994997,3.3491851618669334,31424.78847644738
HP,1.6166550399406697,16,1000,15.91050654166844,2.5969925623127663,31851.52717536088
Dell,3.3471326524113577,32,256,14.924896524885923,2.8598607999074653,10835.139896493157
Asus,1.8583733993522633,16,1000,11.924301966853606,3.5346418924736436,31829.582071491773
HP,3.3071654593816636,16,256,13.29436636458844,3.7077166439398654,9892.89885851094
Acer,3.8436959799726997,16,512,16.473993426932624,2.5455411606493513,17351.99113425374
Lenovo,3.8203978736476296,8,512,12.700055728556476,2.3527325851688527,16824.72468777395
Dell,1.5932306050113994,4,256,11.999838449609686,2.2648031064007395,8885.28725406066
HP,3.1892414059635825,4,256,15.36829764654074,3.1426779419055096,9088.68554157319
Lenovo,3.2728847695896633,4,1000,13.56318481863737,2.1509094419097546,31522.93598936598
Acer,3.5953476556527374,32,1000,15.926159030242084,2.9508318073583785,32913.29094609946
Asus,3.3569547096203024,4,512,16.28736306726915,4.8924593734773,17040.853651772167
Dell,3.6648162773006,8,512,14.64738721459426,3.8459142653003074,17133.695830536273
Asus,3.3425059127598936,16,1000,13.624458062468695,2.7325062570154607,32235.03806421071
HP,3.4529547449491194,8,256,15.067549756899844,3.4583598013264975,9432.924700421745
Lenovo,2.3883926334524264,32,1000,15.66802329027503,3.5051633797669127,32782.46031999263
Acer,3.8103473306031646,8,256,15.653244316456158,4.655306133493048,9468.24999997725
Asus,1.5851064124616142,8,512,11.56533442671486,4.444698838871424,16749.34618458326
Lenovo,1.5607442436421076,4,1000,14.633138996951062,3.9059203946925485,31226.75952473924
Acer,2.1647226139395013,4,256,12.49993999999951,3.0439302524013616,9177.97906799706
Acer,3.9033742527829966,32,1000,16.698733639700393,3.1823671896885377,33214.62325103095
HP,2.7113967473488745,32,1000,15.33065066542966,3.3698006522316943,32747.68802527506
Lenovo,1.9618527139827628,16,1000,11.825334479508203,4.0000550493373175,31780.51635024651
Acer,1.9169987027139675,8,512,16.73522424481027,2.5092058569951426,16794.61502593698
Dell,2.8885430516593244,16,256,11.644648901468397,3.4097593226806627,9761.624946068915
Dell,2.0721318766998033,8,256,13.996458162568426,3.3738635825334893,9208.698488299598
Acer,1.8030736926969547,32,256,12.39647302090925,3.4999436728451644,10364.98325583906
Lenovo,1.7926936953326567,32,1000,13.1777698549993,4.063089736598479,32536.01502159721
Asus,1.7503606476633635,4,512,11.56533442671486,3.5008433069344273,16517.5055568444
Asus,2.5726993736540944,4,1000,16.33481263547244,3.8344733522648845,31728.003298424085
HP,3.7556397418491593,8,1000,14.9885776001444,3.7031043399242525,31983.88507893847
HP,3.8327399906542,32,512,14.264373302063654,3.3659508953524007,18603.306142749175
Acer,3.5318073524070246,16,256,12.664773169838166,4.445346831395978,9797.726006468058
Lenovo,2.8508688959721945,4,512,15.32772063983072,3.6893003754139885,16868.326398244793
Asus,3.8977779901334527,4,256,12.269096093926624,4.516899020455951,9455.74444068652
Asus,2.6508406547978755,8,1000,16.031700733100516,2.4726829063644007,31892.70244871529
Lenovo,3.3854569736772146,16,256,13.344984666024264,2.3456234230003167,9808.9442709095
Asus,2.5308754050302056,8,512,12.63047608844096,4.593133133336056,16880.93808633344
Dell,3.7738434298536827,32,1000,14.68467688458055,2.695568516925439,33053.29073925468
Acer,3.8536516481978263,8,1000,15.61970231651628,2.970569336648728,31977.67043949066
HP,2.1142883418069333,8,256,16.34074715280644,2.2055734825064635,9008.22506203103
HP,1.6050397325844433,4,512,13.08242263746844,3.8959459537329754,16676.89398628073
Lenovo,3.0754459644479757,8,512,13.346414666135825,4.1090734493871045,16964.764629736027
Acer,3.7488421509844387,4,256,16.069428545528893,2.4896825859540816,9435.067928315
Asus,2.3671377644970243,32,512,16.3480826357776,4.5264726848456765,18381.57284464625
Lenovo,2.9536027074779166,32,256,11.896506887477558,2.7847479033069785,10647.35234506473
Asus,3.7669733825329463,32,1000,14.70769413016896,4.064523036516455,33219.2728142721
Asus,3.6073568169537844,4,512,16.31348963563284,2.4593798418994757,16865.04388243068
Lenovo,1.887636987451946,8,1000,11.596988955053296,3.8733354663542866,31412.95688529842
HP,3.8774036863470006,16,1000,16.139033317308363,4.734853835779923,32433.72088962582
Dell,3.698463396764618,8,256,13.999998666663703,2.2536234230046776,9608.554285418893
Lenovo,3.6421733826063745,16,512,16.69573364000356,3.9090734493879,17493.36999733402
Asus,2.6621243774556654,4,1000,12.64767609013096,2.7945479033173636,31650.970345334936
HP,2.8871113447780544,16,512,16.279028636080684,3.965079449397398,17493.36999733402
Dell,2.9954636475056055,8,1000,12.344814666135825,3.3090734493879,31952.76462973603
Acer,1.5079536476745357,16,512,14.346414666137895,2.5090734493878,17403.767297336027
HP,2.1871376644970233,8,256,16.348082635777666,4.926472684845477,9881.572844646251
HP,2.1547907407477918,32,256,11.896506887477588,2.284747903306979,10647.352345064731
Lenovo,3.8669733825329463,32,1000,14.707694130168996,4.564523036516455,33219.272814272104
Dell,3.6073568169537844,4,512,16.313489635632864,2.959379841899476,16865.043882430686
Acer,1.887636987451946,8,1000,11.596988955053296,3.373335466354287,31412.956885298424
Lenovo,3.8774036863470006,16,1000,16.139033317308363,4.234853835779923,32433.720889625824
Asus,3.698463396764618,8,256,13.999998666663703,2.753623423004678,9608.554285418893
Dell,3.6421733826063745,16,512,16.695733640003568,3.409073449387901,17493.369997334027
HP,2.6621243774556654,4,1000,12.647676090130966,2.294547903317364,31650.970345334936
Acer,2.8871113447780544,16,512,16.279028636080684,3.465079449397398,17493.369997334027
Lenovo,2.9954636475056055,8,1000,12.344814666135825,3.809073449387901,31952.764629736032
HP,1.5079536476745357,16,512,14.346414666137895,2.009073449387801,17403.767297336027
Asus,2.1871376644970233,8,256,16.348082635777666,4.426472684845477,9881.572844646251
Dell,2.1547907407477918,32,256,11.896506887477588,2.784747903306979,10647.352345064731
Acer,3.8669733825329463,32,1000,14.707694130168996,4.064523036516455,33219.272814272104
HP,3.6073568169537844,4,512,16.313489635632864,2.459379841899476,16865.043882430686
Lenovo,1.887636987451946,8,1000,11.596988955053296,3.873335466354287,31412.956885298424
Asus,3.8774036863470006,16,1000,16.139033317308363,4.734853835779923,32433.720889625824
Dell,3.698463396764618,8,256,13.999998666663703,2.253623423004678,9608.554285418893
Acer,3.6421733826063745,16,512,16.695733640003568,3.909073449387901,17493.369997334027
Lenovo,2.6621243774556654,4,1000,12.647676090130966,2.794547903317364,31650.970345334936
HP,2.8871113447780544,16,512,16.279028636080684,3.965079449397398,17493.369997334027
Asus,2.9954636475056055,8,1000,12.344814666135825,3.309073449387901,31952.764629736032
Dell,1.5079536476745357,16,512,14.346414666137895,2.509073449387801,17403.767297336027
Acer,2.1871376644970233,8,256,16.348082635777666,4.926472684845477,9881.572844646251
HP,2.1547907407477918,32,256,11.896506887477588,2.284747903306979,10647.352345064731
Lenovo,3.8669733825329463,32,1000,14.707694130168996,4.564523036516455,33219.272814272104
Asus,3.6073568169537844,4,512,16.313489635632864,2.959379841899476,16865.043882430686
Dell,1.887636987451946,8,1000,11.596988955053296,3.373335466354287,31412.956885298424
Acer,3.8774036863470006,16,1000,16.139033317308363,4.234853835779923,32433.720889625824
HP,3.698463396764618,8,256,13.999998666663703,2.753623423004678,9608.554285418893
Lenovo,3.6421733826063745,16,512,16.695733640003568,3.409073449387901,17493.369997334027
Asus,2.6621243774556654,4,1000,12.647676090130966,2.294547903317364,31650.970345334936
Dell,2.8871113447780544,16,512,16.279028636080684,3.465079449397398,17493.369997334027
Acer,2.9954636475056055,8,1000,12.344814666135825,3.809073449387901,31952.764629736032
HP,1.5079536476745357,16,512,14.346414666137895,2.009073449387801,17403.767297336027
Lenovo,2.1871376644970233,8,256,16.348082635777666,4.426472684845477,9881.572844646251
Asus,2.1547907407477918,32,256,11.896506887477588,2.784747903306979,10647.352345064731
Dell,3.8669733825329463,32,1000,14.707694130168996,4.064523036516455,33219.272814272104
Acer,3.6073568169537844,4,512,16.313489635632864,2.459379841899476,16865.043882430686
HP,1.887636987451946,8,1000,11.596988955053296,3.873335466354287,31412.956885298424
Lenovo,3.8774036863470006,16,1000,16.139033317308363,4.734853835779923,32433.720889625824
Asus,3.698463396764618,8,256,13.999998666663703,2.253623423004678,9608.554285418893
Dell,3.6421733826063745,16,512,16.695733640003568,3.909073449387901,17493.369997334027
Acer,2.6621243774556654,4,1000,12.647676090130966,2.794547903317364,31650.970345334936
HP,2.8871113447780544,16,512,16.279028636080684,3.965079449397398,17493.369997334027
Lenovo,2.9954636475056055,8,1000,12.344814666135825,3.309073449387901,31952.764629736032
Asus,1.5079536476745357,16,512,14.346414666137895,2.509073449387801,17403.767297336027
Dell,2.1871376644970233,8,256,16.348082635777666,4.926472684845477,9881.572844646251
Acer,2.1547907407477918,32,256,11.896506887477588,2.284747903306979,10647.352345064731
HP,3.8669733825329463,32,1000,14.707694130168996,4.564523036516455,33219.272814272104
Lenovo,3.6073568169537844,4,512,16.313489635632864,2.959379841899476,16865.043882430686
Asus,1.887636987451946,8,1000,11.596988955053296,3.373335466354287,31412.956885298424
Dell,3.8774036863470006,16,1000,16.139033317308363,4.234853835779923,32433.720889625824
Acer,3.698463396764618,8,256,13.999998666663703,2.753623423004678,9608.554285418893
HP,3.6421733826063745,16,512,16.695733640003568,3.409073449387901,17493.369997334027
Lenovo,2.6621243774556654,4,1000,12.647676090130966,2.294547903317364,31650.970345334936
Asus,2.8871113447780544,16,512,16.279028636080684,3.465079449397398,17493.369997334027
Dell,2.9954636475056055,8,1000,12.344814666135825,3.809073449387901,31952.764629736032
Acer,1.5079536476745357,16,512,14.346414666137895,2.009073449387801,17403.767297336027
HP,2.1871376644970233,8,256,16.348082635777666,4.426472684845477,9881.572844646251
Lenovo,2.1547907407477918,32,256,11.896506887477588,2.784747903306979,10647.352345064731
Asus,3.8669733825329463,32,1000,14.707694130168996,4.064523036516455,33219.272814272104
Dell,3.6073568169537844,4,512,16.313489635632864,2.459379841899476,16865.043882430686
Acer,1.887636987451946,8,1000,11.596988955053296,3.873335466354287,31412.956885298424
HP,3.8774036863470006,16,1000,16.139033317308363,4.734853835779923,32433.720889625824
Lenovo,3.698463396764618,8,256,13.999998666663703,2.253623423004678,9608.554285418893
Asus,3.6421733826063745,16,512,16.695733640003568,3.909073449387901,17493.369997334027
Dell,2.6621243774556654,4,1000,12.647676090130966,2.794547903317364,31650.970345334936
Acer,2.8871113447780544,16,512,16.279028636080684,3.965079449397398,17493.369997334027
HP,2.9954636475056055,8,1000,12.344814666135825,3.309073449387901,31952.764629736032
Lenovo,1.5079536476745357,16,512,14.346414666137895,2.509073449387801,17403.767297336027
Asus,2.1871376644970233,8,256,16.348082635777666,4.926472684845477,9881.572844646251
Dell,2.1547907407477918,32,256,11.896506887477588,2.284747903306979,10647.352345064731
Acer,3.8669733825329463,32,1000,14.707694130168996,4.564523036516455,33219.272814272104
HP,3.6073568169537844,4,512,16.313489635632864,2.959379841899476,16865.043882430686
Lenovo,1.887636987451946,8,1000,11.596988955053296,3.373335466354287,31412.956885298424
Asus,3.8774036863470006,16,1000,16.139033317308363,4.234853835779923,32433.720889625824
Dell,3.698463396764618,8,256,13.999998666663703,2.753623423004678,9608.554285418893
Acer,3.6421733826063745,16,512,16.695733640003568,3.409073449387901,17493.369997334027
HP,2.6621243774556654,4,1000,12.647676090130966,2.294547903317364,31650.970345334936
Lenovo,2.8871113447780544,16,512,16.279028636080684,3.465079449397398,17493.369997334027
Asus,2.9954636475056055,8,1000,12.344814666135825,3.809073449387901,31952.764629736032
Dell,1.5079536476745357,16,512,14.346414666137895,2.009073449387801,17403.767297336027
Acer,2.1871376644970233,8,256,16.348082635777666,4.426472684845477,9881.572844646251
HP,2.1547907407477918,32,256,11.896506887477588,2.784747903306979,10647.352345064731
Lenovo,3.8669733825329463,32,1000,14.707694130168996,4.564523036516455,33219.272814272104
Asus,3.6073568169537844,4,512,16.313489635632864,2.959379841899476,16865.043882430686
Dell,1.887636987451946,8,1000,11.596988955053296,3.373335466354287,31412.956885298424
Acer,3.8774036863470006,16,1000,16.139033317308363,4.234853835779923,32433.720889625824
HP,3.698463396764618,8,256,13.999998666663703,2.753623423004678,9608.554285418893
Lenovo,3.6421733826063745,16,512,16.695733640003568,3.409073449387901,17493.369997334027
Asus,2.6621243774556654,4,1000,12.647676090130966,2.294547903317364,31650.970345334936
Dell,2.8871113447780544,16,512,16.279028636080684,3.465079449397398,17493.369997334027
Acer,2.9954636475056055,8,1000,12.344814666135825,3.809073449387901,31952.764629736032
HP,1.5079536476745357,16,512,14.346414666137895,2.009073449387801,17403.767297336027
Lenovo,2.1871376644970233,8,256,16.348082635777666,4.426472684845477,9881.572844646251
Asus,2.1547907407477918,32,256,11.896506887477588,2.784747903306979,10647.352345064731
Dell,3.8669733825329463,32,1000,14.707694130168996,4.064523036516455,33219.272814272104
Acer,3.6073568169537844,4,512,16.313489635632864,2.459379841899476,16865.043882430686
HP,1.887636987451946,8,1000,11.596988955053296,3.873335466354287,31412.956885298424
Lenovo,3.8774036863470006,16,1000,16.139033317308363,4.734853835779923,32433.720889625824
Asus,3.698463396764618,8,256,13.999998666663703,2.253623423004678,9608.554285418893
Dell,3.6421733826063745,16,512,16.695733640003568,3.909073449387901,17493.369997334027
Acer,2.6621243774556654,4,1000,12.647676090130966,2.794547903317364,31650.970345334936
HP,2.8871113447780544,16,512,16.279028636080684,3.965079449397398,17493.369997334027
Lenovo,2.9954636475056055,8,1000,12.344814666135825,3.309073449387901,31952.764629736032
Asus,1.5079536476745357,16,512,14.346414666137895,2.509073449387801,17403.767297336027
Dell,2.1871376644970233,8,256,16.348082635777666,4.926472684845477,9881.572844646251
